Job Title,Job Category,Company Name,Salary,Requirements
senior marketing,Full time,Siloina,Rp 7.000.000 – Rp 10.000.000 per month,"Proven experience as a Marketing Assistant or in a similar digital marketing role.Proficiency in WordPress, including basic website maintenance and SEO optimisation.Strong skills in Google Ads and Meta Ads (Facebook/Instagram), with a good understanding of targeting, bidding, and performance tracking.Experience creating and scheduling social media content across multiple platforms.Knowledge of digital marketing analytics tools (Google Analytics, Meta Insights) to evaluate and report on campaign success.Ability to conduct thorough competitor research and provide data-driven recommendations.Excellent organisational skills, attention to detail, and ability to manage multiple tasks effectively.Strong communication and teamwork skills with a proactive, self-starting attitude."
Full Stack Developer,Contract/Temp,Bookandlink (PT Surya Jagat Mandiri),,"Back-End Web Development and Software Development skillsFront-End Development and Full-Stack Development skillsCascading Style Sheets (CSS) skillsStrong problem-solving and debugging skillsProficiency in programming languages such as php, golang(+), and JavaScript(+)Familiarity with web development frameworks such as ReactJS, or Vue.jsKnowledge of RESTful APIsKnowledge of database management systemsExcellent communication and teamwork skillsExperience in the hospitality industry is a plus"
"Social Media Manager, Indonesia (12-month contract)",Contract/Temp,PT Canvas Web Design,,Not Found
Customer Service Agent,Full time,Deliveree (PT Angkut Teknologi Indonesia),"Rp 5,000,000 – Rp 6,000,000 per month","No minimum or maximum year of working experienceMinimum education of a 3-year diploma degree (D3) or aboveGPA 3.0 or higherAll majors welcome to applyGood English skillsGood speaking and writing skillsFast typing skillsWilling to work on shifted scheduleSelf-motivated, independent, and hardworkingMultitasking skills and detail-oriented"
Project Engineer,Full time,Hexagon Mining,,"Keen interest in providing a superior level of customer service and support to our clientsWillingness to learn new skills and be trained in Hexagon productsAbility to work proactively with minimal supervisionAbility to work effectively in a local and global team environmentDegree in Computer Science, Computer Engineering / Electrical Engineering / Software Engineering or related fieldsExperience with Linux OS and shell scriptingExperience with scripting languages such as PHP, Perl or PythonKnowledge of C++ OR Objective-C programming languagesExperience with relational (PostgreSQL, Microsoft SQL Server) or NoSQL databases (MongoDB)Experience working in the mining industry. Global experience desirable.Familiar with project delivery methodologies for the purpose of managing installationsDesirable - Experience with wireless networks, switches and routingExcellent written and verbal communication skills"
Developer,Full time,My Free Course,"Rp 10,000,000 – Rp 15,000,000 per month","Proven experience with React.js and its core principlesStrong proficiency in TypeScript and modern JavaScript (ES6+)Excellent knowledge of HTML5 and CSS3Experience working with RESTful APIs and integrating third-party servicesFamiliarity with Zapier and its integration capabilitiesSolid understanding of responsive design and cross-browser compatibilityVersion control with GitBachelor's degree in Computer Science, Software Engineering, or related field (or equivalent work experience)
Experience with state management libraries (e.g., Redux, MobX)Knowledge of server-side rendering and Next.jsUnderstanding of CI/CD pipelines and DevOps practicesExperience with unit testing frameworks (e.g., Jest, React Testing Library)Knowledge of UI/UX design principlesFamiliarity with Agile development methodologiesExperience with cloud platforms (e.g., AWS, Azure, or Google Cloud)
Must be fluent in both spoken and written English (to a very high level)Strong problem-solving skills and attention to detailExcellent communication and teamwork abilitiesSelf-motivated and able to work independently when requiredPassion for staying updated with the latest web development trends and technologiesAbility to manage multiple projects and prioritize tasks effectively"
"Lowongan Kerja sebagai Sales Executive, LIDAR Product Specialist, GNSS Product",Full time,PT Kompas Navigasi Indonesia,,Not Found
Assistant Chief Engineer24197192,Full time,The Laguna a Luxury Collection Resort & Spa Nusa Dua Bali,,Not Found
TikTok Shop Manager - Influencer Marketing Agency,Full time,TIKTAL OU,,"Minimum 3+ years of experience with TikTok Shop and TikTok eCommerce operations.
Proficiency in analytics, social media, e-commerce tools, and with influencer marketing and TikTok’s unique ecosystem.Excellent written and verbal communication skills, with a customer-focused approach.Strong understanding of the US market trends, consumer behavior, and social commerce.Ability to work within US time zones and manage multiple tasks in a fast-paced environment.Strategic thinker with strong problem-solving skills, adaptable to changing trends and customer needs."
HRBP Specialist,Full time,PT Kuehne Nagel Indonesia,,Not Found
At Your Service Supervisor24195458,Full time,The Sira a Luxury Collection Resort and Spa Lombok,,Not Found
Technical Assistant,Full time,PT Electrolux Indonesia,,Not Found
Direct Material Procurement Assistant Manager - APAC,Full time,Flora Food Group,,Not Found
General Admin & Office Support (6-Month Contract - Maternity Leave Replacement),Contract/Temp,Flora Food Group,,Not Found
Chef de Cuisine - Arwana24196406,Full time,The Laguna a Luxury Collection Resort & Spa Nusa Dua Bali,,Not Found
Java Developer,Full time,Vascomm,,Not Found
Magnetic Resonance Imaging  (MRI) Application Specialist,Full time,PT Siemens Indonesia,,Not Found
Electronic Engineer ( Bandung & Balikpapan),Full time,PT SatNetCom,,"Strong Leadership and management skillsStrong analytical skillGood capabilities on electronics system research, design and manufacturing.Working knowledge of TCP/IP, networking, computer and network hardware and softwareAble to operate measurement devices – oscilloscope, spectrum analyzer, etc.Able to design electronics circuit and using design and simulations software.Understand C++ or python are preferredExperience working with microcontroller systems, arduino, Raspberry or other embedded systemsWilling to learn for new technologyGood analytical for solving problem both technical and non-technicalGood communication skills, both orally and writing.Ability to speak and writing in English"
Lowongan Kerja sebagai Sr Exploration Geologist di PT Bumi Resources Minerals,Full time,PT Bumi Resources Minerals Tbk,,Not Found
Sr. Recruiter (Japanese Speaking),Full time,Snaphunt,,Not Found
Business Development,Full time,Digikreatif Teknologi Indonesia,,Not Found
Lowongan Kerja sebagai Geographic Information System (GIS) Officer di PRCF,Full time,Company Confidential,,Not Found
"Product Manager, Mobile Application",Full time,Setara Networks,,Not Found
"Product Manager, DevOps and Security",Full time,Setara Networks,,Not Found
Frontend Developer (React),Full time,Snaphunt,,Not Found
Field Medical Manager (Oncology),Full time,Pfizer Indonesia,,Not Found
Customer Service Part Time Computer Work from Home Job,Part time,EA Solutions,,Not Found
Sales & Business Development Manager,Full time,Deliveree (PT Angkut Teknologi Indonesia),,"At least 8 years of experience in the logistics, forwarding, or shipping line industryAt least 4 years in a sales or BD roleUndergraduate GPA of 3.2 or higherStrong English skills including reading, writing, and speakingGood organizational and communication skillsStrong analysis and market knowledgeAbility to work under pressure to achieve sales targets"
Senior Lawyer,Full time,Deliveree (PT Angkut Teknologi Indonesia),,Ideal age range is 28-40Minimum 8 years of full-time experience in legal related roleNo logistics or technology experience requiredFluent Bahasa IndonesiaGood EnglishUndergraduate GPA of at least 3.00
Nursery Officer,Full time,Private Advertiser,,"Pendidikan minimal D3/S1 Kehutanan/ PertanianPengalaman 1-2 tahun di bidang yang sama, Fresh Graduatee dipersilahkan melamarBerpengalaman bekerja atau berpengalaman magang dalam pembenihan atau pembibitan.Bersedia ditempatkan di remote area"
Operations Manager,Full time,Deliveree (PT Angkut Teknologi Indonesia),,Minimum 5 years of full-time work experienceUndergraduate GPA of 3.2 or higherMasters's degree is not requiredFluent English skillsDemonstrated performance management skillsConfident organizational communication skillsStrong spreadsheet and analysis skills
Backend Engineer (Node),Full time,Snaphunt,,Not Found
Frontend Engineer (React),Full time,Snaphunt,,Not Found
Finance Associate/Senior Associate,Full time,Deliveree (PT Angkut Teknologi Indonesia),,"Fresh graduates or candidates with 1-3 years of experience are welcome to applyAccounting or finance degree is requiredUndergraduate GPA of 3.0 or higher is a mustStrong knowledge and foundation of Accounting/FinanceProficiency in Microsoft Excel, including advanced formulas and functionsGood English skillsGood speaking and writing skillsSelf-motivated, independent, and hard-workingStrong reasoning, logic, and analysis skills"
"Manager, Accounts Payable & Accounts Receivable",Full time,PT Magna Finance Tbk,,Not Found
Senior Tax Associate,Full time,Deliveree (PT Angkut Teknologi Indonesia),,"Bachelor's degree in Accounting, Finance, Taxation, or a related field. Advanced degree or professional certification in taxation (e.g. Brevet AB & C) is preferred.Minimum of 3 years of relevant experience in tax compliance, planning, and reporting, preferably in a multinational company or professional services firm.In-depth knowledge of Indonesian tax laws, regulations, and practices, with a strong understanding of corporate income tax, VAT, withholding tax, and other relevant tax areas.Experience in handling tax audits, examinations, and disputes with Indonesian tax authorities is highly desirable.Strong analytical skills, attention to detail, and the ability to interpret complex tax regulations and apply them effectively to business operations.Excellent communication and interpersonal skills, with the ability to interact confidently with internal and external stakeholders at all levels.Proficiency in tax software (ENOFA & ESPT) and MS Office applications, with advanced Excel skills for data analysis and reporting."
Customer Support Agent,Full time,PT Hewlett-Packard Indonesia Surabaya,,Not Found
Kepala toko/Asst.Kepala Toko,Contract/Temp,PT IWAN BERSAUDARA,Rp 3.650.000 – Rp 4.500.000 per month,Not Found
Software Engineer,Full time,PLS Pte Ltd,,"Ideal Profile
1. Proven track record in software development with a minimum of 2 years of hands-on experience.
2. A degree in Computer Science, Software Engineering, or a related field.
3. Strong proficiency in C# API development and JSON. Experience with additional technologies is a plus.
4. Ability to excel in a remote work environment, demonstrating self-motivation and effective time management.
5. A proactive and analytical mindset with a focus on delivering effective solutions.
6. Excellent verbal and written communication skills to facilitate collaboration in a virtual setting.
7. Ability to work collaboratively within a team, fostering a positive and inclusive work culture.
What's on Offer?"
